"09.12.2021";"WSA Regensburg";"DONAU";"HOFKIRCHEN";"10088003";"Q_P";"m³/s";"XXX,XXX";"XX.XX.XXXX";"XX:XX";"PNP";"299,6"
"00:15";"501"
"00:30";"501"
"00:45";"XXX,XXX"
"01:00";"XXX,XXX"
"01:15";"XXX,XXX"
"01:30";"XXX,XXX"
"01:45";"XXX,XXX"
"02:00";"XXX,XXX"
"02:15";"XXX,XXX"
"02:30";"XXX,XXX"
"02:45";"XXX,XXX"
"03:00";"XXX,XXX"
"03:15";"XXX,XXX"
"03:30";"XXX,XXX"
"03:45";"XXX,XXX"
"04:00";"XXX,XXX"
"04:15";"XXX,XXX"
"04:30";"XXX,XXX"
"04:45";"XXX,XXX"
"05:00";"XXX,XXX"
"05:15";"XXX,XXX"
"05:30";"XXX,XXX"
"05:45";"XXX,XXX"
"06:00";"XXX,XXX"
"06:15";"XXX,XXX"
"06:30";"XXX,XXX"
"06:45";"XXX,XXX"
"07:00";"XXX,XXX"
"07:15";"XXX,XXX"
"07:30";"XXX,XXX"
"07:45";"XXX,XXX"
"08:00";"XXX,XXX"
"08:15";"XXX,XXX"
"08:30";"XXX,XXX"
"08:45";"XXX,XXX"
"09:00";"XXX,XXX"
"09:15";"XXX,XXX"
"09:30";"XXX,XXX"
"09:45";"XXX,XXX"
"10:00";"XXX,XXX"
"10:15";"XXX,XXX"
"10:30";"XXX,XXX"
"10:45";"XXX,XXX"
"11:00";"XXX,XXX"
"11:15";"XXX,XXX"
"11:30";"XXX,XXX"
"11:45";"XXX,XXX"
"12:00";"XXX,XXX"
"12:15";"XXX,XXX"
"12:30";"XXX,XXX"
"12:45";"XXX,XXX"
"13:00";"XXX,XXX"
"13:15";"XXX,XXX"
"13:30";"XXX,XXX"
"13:45";"XXX,XXX"
"14:00";"XXX,XXX"
"14:15";"XXX,XXX"
"14:30";"XXX,XXX"
"14:45";"XXX,XXX"
"15:00";"XXX,XXX"
"15:15";"XXX,XXX"
"15:30";"XXX,XXX"
"15:45";"XXX,XXX"
"16:00";"XXX,XXX"
"16:15";"XXX,XXX"
"16:30";"XXX,XXX"
"16:45";"XXX,XXX"
"17:00";"XXX,XXX"
"17:15";"XXX,XXX"
"17:30";"XXX,XXX"
"17:45";"XXX,XXX"
"18:00";"XXX,XXX"
"18:15";"XXX,XXX"
"18:30";"XXX,XXX"
"18:45";"XXX,XXX"
"19:00";"XXX,XXX"
"19:15";"XXX,XXX"
"19:30";"XXX,XXX"
"19:45";"XXX,XXX"
"20:00";"XXX,XXX"
"20:15";"XXX,XXX"
"20:30";"XXX,XXX"
"20:45";"XXX,XXX"
"21:00";"XXX,XXX"
"21:15";"XXX,XXX"
"21:30";"XXX,XXX"
"21:45";"XXX,XXX"
"22:00";"XXX,XXX"
"22:15";"XXX,XXX"
"22:30";"XXX,XXX"
"22:45";"XXX,XXX"
"23:00";"XXX,XXX"
"23:15";"XXX,XXX"
"23:30";"XXX,XXX"
"23:45";"XXX,XXX"
"24:00";"507"
