"23.01.2022";"WSA Regensburg";"DONAU";"HOFKIRCHEN";"10088003";"Q_P";"m³/s";"XXX,XXX";"XX.XX.XXXX";"XX:XX";"PNP";"299,6"
"00:15";"530"
"00:30";"530"
"00:45";"530"
"01:00";"530"
"01:15";"527"
"01:30";"527"
"01:45";"527"
"02:00";"527"
"02:15";"527"
"02:30";"524"
"02:45";"524"
"03:00";"524"
"03:15";"524"
"03:30";"524"
"03:45";"524"
"04:00";"524"
"04:15";"520"
"04:30";"520"
"04:45";"520"
"05:00";"520"
"05:15";"520"
"05:30";"520"
"05:45";"520"
"06:00";"520"
"06:15";"520"
"06:30";"520"
"06:45";"520"
"07:00";"520"
"07:15";"520"
"07:30";"520"
"07:45";"524"
"08:00";"517"
"08:15";"520"
"08:30";"520"
"08:45";"520"
"09:00";"520"
"09:15";"520"
"09:30";"520"
"09:45";"520"
"10:00";"520"
"10:15";"520"
"10:30";"520"
"10:45";"520"
"11:00";"520"
"11:15";"520"
"11:30";"520"
"11:45";"520"
"12:00";"520"
"12:15";"520"
"12:30";"520"
"12:45";"520"
"13:00";"524"
"13:15";"524"
"13:30";"524"
"13:45";"524"
"14:00";"524"
"14:15";"524"
"14:30";"524"
"14:45";"524"
"15:00";"524"
"15:15";"524"
"15:30";"524"
"15:45";"527"
"16:00";"527"
"16:15";"527"
"16:30";"527"
"16:45";"527"
"17:00";"527"
"17:15";"527"
"17:30";"527"
"17:45";"527"
"18:00";"527"
"18:15";"527"
"18:30";"527"
"18:45";"527"
"19:00";"527"
"19:15";"527"
"19:30";"527"
"19:45";"527"
"20:00";"527"
"20:15";"527"
"20:30";"527"
"20:45";"527"
"21:00";"527"
"21:15";"527"
"21:30";"527"
"21:45";"527"
"22:00";"527"
"22:15";"527"
"22:30";"527"
"22:45";"527"
"23:00";"527"
"23:15";"527"
"23:30";"527"
"23:45";"527"
"24:00";"527"
