"01.01.2022";"WSA Regensburg";"DONAU";"HOFKIRCHEN";"10088003";"Q_P";"m³/s";"XXX,XXX";"XX.XX.XXXX";"XX:XX";"PNP";"299,6"
"00:15";"1340"
"00:30";"1350"
"00:45";"1350"
"01:00";"1350"
"01:15";"1350"
"01:30";"1350"
"01:45";"1350"
"02:00";"1350"
"02:15";"1350"
"02:30";"1350"
"02:45";"1350"
"03:00";"1350"
"03:15";"1340"
"03:30";"1340"
"03:45";"1340"
"04:00";"1340"
"04:15";"1340"
"04:30";"1340"
"04:45";"1340"
"05:00";"1340"
"05:15";"1340"
"05:30";"1330"
"05:45";"1330"
"06:00";"1330"
"06:15";"1330"
"06:30";"1330"
"06:45";"1330"
"07:00";"1330"
"07:15";"1330"
"07:30";"1330"
"07:45";"1330"
"08:00";"1330"
"08:15";"1330"
"08:30";"1330"
"08:45";"1330"
"09:00";"1330"
"09:15";"1330"
"09:30";"1320"
"09:45";"1320"
"10:00";"1320"
"10:15";"1320"
"10:30";"1320"
"10:45";"1320"
"11:00";"1320"
"11:15";"1320"
"11:30";"1320"
"11:45";"1320"
"12:00";"1320"
"12:15";"1310"
"12:30";"1310"
"12:45";"1310"
"13:00";"1310"
"13:15";"1300"
"13:30";"1300"
"13:45";"1300"
"14:00";"1300"
"14:15";"1300"
"14:30";"1300"
"14:45";"1290"
"15:00";"1290"
"15:15";"1290"
"15:30";"1290"
"15:45";"1290"
"16:00";"1280"
"16:15";"1280"
"16:30";"1280"
"16:45";"1270"
"17:00";"1270"
"17:15";"1270"
"17:30";"1270"
"17:45";"1260"
"18:00";"1260"
"18:15";"1260"
"18:30";"1260"
"18:45";"1260"
"19:00";"1250"
"19:15";"1250"
"19:30";"1240"
"19:45";"1240"
"20:00";"1240"
"20:15";"1240"
"20:30";"1240"
"20:45";"1230"
"21:00";"1230"
"21:15";"1230"
"21:30";"1230"
"21:45";"1220"
"22:00";"1220"
"22:15";"1210"
"22:30";"1210"
"22:45";"1210"
"23:00";"1210"
"23:15";"1210"
"23:30";"1200"
"23:45";"1200"
"24:00";"1200"
