"04.12.2021";"WSA Regensburg";"DONAU";"HOFKIRCHEN";"10088003";"Q_P";"m³/s";"XXX,XXX";"XX.XX.XXXX";"XX:XX";"PNP";"299,6"
"00:15";"479"
"00:30";"479"
"00:45";"479"
"01:00";"482"
"01:15";"482"
"01:30";"482"
"01:45";"482"
"02:00";"482"
"02:15";"482"
"02:30";"485"
"02:45";"485"
"03:00";"485"
"03:15";"485"
"03:30";"485"
"03:45";"485"
"04:00";"485"
"04:15";"485"
"04:30";"488"
"04:45";"488"
"05:00";"488"
"05:15";"488"
"05:30";"488"
"05:45";"488"
"06:00";"491"
"06:15";"491"
"06:30";"491"
"06:45";"491"
"07:00";"491"
"07:15";"491"
"07:30";"491"
"07:45";"494"
"08:00";"494"
"08:15";"494"
"08:30";"494"
"08:45";"494"
"09:00";"491"
"09:15";"494"
"09:30";"491"
"09:45";"491"
"10:00";"491"
"10:15";"494"
"10:30";"494"
"10:45";"494"
"11:00";"491"
"11:15";"491"
"11:30";"491"
"11:45";"491"
"12:00";"491"
"12:15";"491"
"12:30";"491"
"12:45";"491"
"13:00";"491"
"13:15";"491"
"13:30";"491"
"13:45";"491"
"14:00";"491"
"14:15";"491"
"14:30";"491"
"14:45";"491"
"15:00";"491"
"15:15";"491"
"15:30";"488"
"15:45";"491"
"16:00";"494"
"16:15";"488"
"16:30";"488"
"16:45";"488"
"17:00";"488"
"17:15";"488"
"17:30";"488"
"17:45";"488"
"18:00";"488"
"18:15";"488"
"18:30";"488"
"18:45";"488"
"19:00";"488"
"19:15";"488"
"19:30";"488"
"19:45";"488"
"20:00";"488"
"20:15";"485"
"20:30";"485"
"20:45";"485"
"21:00";"485"
"21:15";"485"
"21:30";"485"
"21:45";"485"
"22:00";"485"
"22:15";"482"
"22:30";"482"
"22:45";"482"
"23:00";"482"
"23:15";"482"
"23:30";"479"
"23:45";"XXX,XXX"
"24:00";"479"
